0,1
" ASO ELECTRICAL TRADING SDN BHD 1000131-K NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR TEL 03-51221701, 51313091 FAX 03-51215716 GST NO: 000683900928 TAX INVOICE Bill To: Receipt #: CS00093091 Date: 04/12/2017 Salesperson: Time: 11:29:00 Cashier: USER (GST) (GST) Item Qty RSP RSP Amount 102749 1 44.40 47.06 47.06 SR: FUJI CONTACTOR, SC-03, 240VAC 106766 1 49.00 51.94 51.94 SR: ANLY FLOATLESS RELAY 240V, AFS-1 TOT QTY: 2 99.00 (Excluded GST) Sub Total : 93.40 Discount : 0.00 Total GST : 5.60 Rounding : 0.00 Total : 99.00 CASH : 100.00 Change : 1.00 GST SUMMARY Tax Code % Amount GST SR 6 93.40 5.60 Total : 93.40 5.60 GOODS SOLD ARE NOT RETURNABLE, THANK YOU.","{'entities': [(1, 31, 'company'), (244, 254, 'date'), (42, 132, 'address'), (469, 474, 'total')]}"
" E A_ N W All AMANO MALAYSIA SON 8HD (682288-V) 12 JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SEL ANGOR : 03-55695002/5003 I ID: 001137704960 TAX INVOICE P/S #02 A INV-No. 0002300417000116 T/D #11 Tidket No, 029332 Entry Time 30/04/2017 (an) 20:22 Paid Time 30/04/2017 (Stn) 21:51 Parking Time 1:29 Type Rate A RM1.00 Parking Fee RMO. 94 GST(Included) 6.00 % RMO. 06, Tota I RM1 - 00 Paid RM1 . 0 O Change RMO 0 0 Thank You Inclusive 6% GST","{'entities': [(245, 255, 'date'), (330, 336, 'total')]}"
" MR. D.I.Y. (M) SDN BHD (CO REG : 860871-D) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No : 000306020352) (MELAWATI MALL) -TAX INVOICE- UNI CLASSIC QUALITY BOND UC-1701B 17 *S WA20 - 6/144 9557950917038 1 X 2.70 2.70 Item(s) : 1 Qty(s) : 1 Total Incl . GST@6% RM 2.70 CASH RM 10.00 CHANGE RM 7.30 GST Summary Amt (RM) Tax(RM) GST S@6% 2.55 0.15 . 28-05-18 17:00 SHO 1 ZJ94 T3 R000059251 OPERATOR MLWC - NORAZLINA EXCHANGE ARE ALLOWED WITHIN 7 DAYS WITH RECEIPT STRICTLY NO CASH REFUND","{'entities': [(409, 417, 'date'), (44, 140, 'address'), (269, 273, 'total')]}"
" Cash Sale KT WONG TRADING (001904043-H) 22, Jalan Perindustrian Hijau 5, Taman Perindustrian Hijau, Phone: +603-6093 9078 GST Registration No.: 000613294080 Document No. : KTW031475 Date : 09/06/2018 12:17:20 PM DESC PRICE Disc AMOUNT TAX QTY CODE BERAS ASAS 10KG** 15 *BAG * 24.90 X 373.50 SR SUN SOS TIRAM 6KG 4BOTOL * 15.95 Y 63.80 SR COKE 24 X 325ML 2PETI * 26.00 X 52.00 SR Sub Total Inclusive GST : 489.30 Rounding Adj. : 0.00 Rounded Total (RM): 489.30 GST Summary Amount Tax SR @ 0% 489.30 0.00 Payment Detail 09/06/2018 Cash 489.30","{'entities': [(11, 26, 'company'), (190, 200, 'date'), (406, 412, 'total')]}"
" RESTORAN WAN SHENG 002043319-W No. 2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor GST REG NO: 001335787520 Tax Invoice INV No. : 1053110 Cashier: Thandar Date : 19-03-2018 18:08:38 Description Qty U.price Total TAX Milo (B) 2 X 2.80 5.60 SR Take Away 2 X 0.20 0.40 SR Total QTY: 4 Total (Excluding GST) : 5.66 GST payable (6%) : 0.34 Total (Inclusive of GST) : 6.00 TOTAL: 6. 00 CASH : 6.00 GST Summary Amount (RM) Tax (RM) SR (@6) (@ 6%) 5.66 0.34","{'entities': [(1, 19, 'company'), (198, 208, 'date'), (398, 402, 'total')]}"
" Dion Realties Sdn Bhd Co. No:20154-T) (GST Registration No : 000850247680) Henara Dian #02-03, Lavel 2, 27, Jalan Sultan Isnail, 50250 Kuala Lumpur. Tel : +6 03 2026 6386 Fax : +6 03 2026 6387 >>TAX INVOICE<<< Tax Invoice no. 7698/0601/00601 28/05/18 11:41 010100 Pay parking tickat 5.00 RH 28/05/18 11:23 - 28/05/18 11:40 Length of stay: 0 Dy. 0 Hr. 17 Min. 02992887002011018148410260?7 Amount Incl. GST 5.00 RM Accapted total 10.00 RM Change 5.00 RH GST 6% 0.28 RH ** Thank you **","{'entities': [(243, 251, 'date'), (284, 288, 'total')]}"
" ADVANCO COMPANY Company Reg. No. : 725186-V NO 1&3, Jalan Wangsa Delima 12, Wangsa Link, Wangsa Maju, 53300 Kuala Lumpur 03-41318972 GST Reg 001658445824 TAX INVOICE CB# : 398313 23/03/2018: 3:13:19 M# : M2- 0 Cashier c2000 - Qty Description Price Total FUJI XEROX EVERYDAY A4 70GSM E SR 5 27499 11.00 55.00 Item Discount $0.20 -1.00 CANON PG-47BK E400 BLACK FINE ( SR 1 27736 29.00 29.00 6 Type: 2 Total 84.00 Disc $.20 X 5 -1.00 Rounding Adj 0.00 Total Inclusive GST: 83.00 CASH 85.00 Change 2.00 GST Summary Code % Net Amt GST Total SR 6% 78.30 4.70 83.00 Total 78.30 4.70 83.00 Thank you & Please come again. Goods sold are not returnable for refund or exchange !!","{'entities': [(1, 16, 'company'), (180, 190, 'date'), (471, 476, 'total')]}"
" 3/8030J0 POPULAR BOOK CO. (M) SDN BHD (Co. No. 113825-W) (GST Reg No. 001492992000) No 8, Jalan 7/118B, Desa Tun Razak 56000 Kuala !umpur, Malaysi 101 MALL Tel : 03-80709188 / 80757830 11/03/18 16:30 Slip No. : 9060293576 WANI Trans: 250504 Description Amount DOCUMENT HOI. A4 9101A-Tra 5pc @ 1. 15 5.7 Total RM Incl. of GST 5.75 Cash -50.00 CHANGE 44.25 tem Count 5 GST Summary Amount (RM) Tax (RM) T @ 6% 5.42 0.33 Total Savings 0.00 BE A POPULAR CARD MEMBER AND ENJOY SPECIAL DISCOUNTS THANK YOU. PLEASE COME AGAIN. www. .popular. com. my Buy Chinese books online www.popularonline.com. my","{'entities': [(186, 194, 'date'), (326, 330, 'total')]}"
" tan woon yann MR D.I.Y. (JOHOR) SDN BHD . REG :933109-X) LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (MR DIY TESCO TERBAU) -INVOICE- CHOPPING BOARD 35.5x25.5CM 803M# EZ10HD05 - 24 8970669 1 X 19.00 19.00 AIR PRESSURE SPRAYER SX-575-1 1.5L HC03-7 - 15 9066468 1 X 8.02 8.02 WAXCO WINDSHILED CLEANER 120ML WA14-3A - 48 955703110023 1 X 3.02 3.02 BOPP TAPE 48MM*1001 CLEAR FZ-04 - 36 6935818350846 1 X 3.88 3.88 Item(s) : 4 Qty(s) : 4 TOTAL RM 33.92 ROUNDING ADJUSTMEN -RM 0.02 TOTAL ROUNDED RM 33.90 CASH RM 50.00 CHANGE RM 16.10 * 12-01-19 21:13 SHO1 ZK09 T4 R000027830 OPERATOR TRAINEE CASHIER EXCHANGE ARE ALLOWED WITHIN 7 DAYS WITH RECEIPT. STRICTLY NO CASH REFUND.","{'entities': [(584, 592, 'date'), (546, 551, 'total')]}"
" RESTORAN WAN SHENG 002043319-W No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor GST REG NO: 001335787520 Tax Invoice INV No. : 1199976 Cashier: Nicole Date : 18-06-2018 16:15:47 Description Qty U.price Total TAX Teh (B) 1 X 2.10 2.10 ZRL Cham (B) 1 X 2.10 2.10 ZRL Soya Bean 1 X 1.70 1.70 ZRL Take Away 3 X 0.20 0.60 ZRL Total QTY: 6 Total (Excluding GST) : 6.50 Total (Inclusive of GST) : 6.50 TOTAL : 6.50 CASH : 6.50 GST Summary Amount (RM) Tax(RM) ZRL (@ 0%) 6.50 0.00","{'entities': [(1, 19, 'company'), (196, 206, 'date'), (396, 400, 'total')]}"
 Hand Guardian Health And Beauty Sdn Bhd Jalan Loke Yew Bentong 90 Ground Floor Jalan Bentong Tel:09-222 6498 Company Reg #1101083-T GST Reg #000899874816 RM 121093307 G BX TISSU 4X150 6.88 S 2X 6.88 121087265 HK BX TISS P04 13.76 S 121095623 GDN CMINT H/WASHP3 12.90 S 121096057 GON KTCH LILY500ML 6.90 S PWP121096057 2.07- SUBTOTAL 38.37 TOTAL (GST INCL) 38.37 CASH 40.35 ROUNDING ADJUSTMENTS 0.02- CHANGE DUE 2.00 YOUR SAVINGS FOR TODAY 7.53 GST - Rate GST Excl - GST Amt S 6% 36.20 2.17 Promo price items Thank You For Shopping At Guardian All Amounts Are in RM Goods sold are non-refundable. Dispensed medicines sold are not returnable. All exchanges and returns including Guardian brand products must be made within 7days with original receipts and product in original condition. St:8303 Ctr2 ID:3000 TaxInv:14072 16:58 19/05/18,"{'entities': [(826, 834, 'date'), (334, 339, 'total')]}"
" POPULAR BOOK CO. (M) SDN BHD (Co. No. 1 3825-W) (GST Reg No. 001492992000) No 8, Jalan 7/118B, Desa Tun Razak 56000 Kual: Lumpur, Malaysia AEON SHAH ALAM Tel : 03-55215214 24/01/18 16:14 Slip No. : 8020178503 Tasha Trans: 192915 Description Amcunt PB SHT/P 11H A4 50'S 16.90 T No Plastic Bag Campai 0.20 T Issue Spring Ingot RM PB 2D R/FILE A4 40MM 2pc o 7.99 15.98 T Stat-Buy 2GRM 13 -2.98 Total RM Incl. of GST 30.10 Cash -40.10 CHANGE 10.00 Item Count 5 GST Summary Amount (R'D Tax (RM) T @ 6% 28.39 1.71 7 @ 0% 0.00 0.00 Total Savings -2.98 BE A POPULAR CARD MEMBER AND ENJOY SPECIAL DISCOUNTS THANK YOU. PLEASE COME AGAIN. www. ww.popular.co com. my Buy Chinese books online iww.popularonline.com. my","{'entities': [(173, 181, 'date'), (414, 419, 'total')]}"
" MR. D.I.Y. (M) SDN BHD Co-REG:860671-D LOr 1851 -A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (GST ID No :000306020352) (SELAYANG MALL) -TAX INVOICE- MULTI PURPOSE TRAYW/HANDLE E-1311(ED *S TU21 - 6/12 9555112911610 1 X 5.90 5.90 TRANSPARENT PROTECTOR PY11 *S MC22 - 24/144 9066245 1 X 2.70 2.70 Item(s) : 2 Qty(s) : 2 TOTAL INCL. GST@6% RM 8.60 CASH RM 20.00 CHANGE RM 11.40 GST @6% included in total RM 0.49 06-04-16 11:53 SH01 ZJ08 T2 R000593260 OPERATOR SLC - EALIL ARASI EXCHANGE ARE ALLOWED WITHIN 3 DAY WITH RECEIPT. STRICTLY NO CASH REFUND.","{'entities': [(454, 462, 'date'), (382, 389, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No.: 7010F714 V 4 Date: 10/10/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan (11900) DD: 10/10/2017 12:07 Description U.P Iss Exc D Sale Ant((RM] 0.C. WHITE 2.13 3 4 0 -1 -2.13 WHOLEMEAL 2.78 3 3 0 0 0.00 0.C JUMBO 2.97 3 3 0 0 0.00 Total 0% supplies: -2.13 DELICIA-B/SCOTCH 3.72 0 2 0 -2 -7.44 CR-CORN 0.72 20 0 0 20 14.40 SQ-CHOCMLT 0.84 12 0 0 12 10.08 TWIG-C.DRM 1.33 8 0 0 8 10.64 Total 6% supplies (excl. GST): 27.68 GST: 1.65 Total 6% supplies (Inc. GST): 29.33 Total 0% supplies: -2.13 Total Payable: 27.20 E.&.O.E. Received above goods in good order condition. The recipient of Gardenia's products is required to make necessary adjustments to its input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'SCOP","{'entities': [(216, 226, 'date'), (772, 777, 'total')]}"
" SANYU SANYUSTATIONERYSHO SHOP NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile /Whatsapps : +6012-918 79 Tel: +603-3362 4137 GST ID No: 001531760640 TAX INVOICE Owned By: SANYU SUPPLY SDN BHD (1135772-K) CASH SALES COUNTER 1. 2012-0029 RESTAURANT ORDER CHIT NCR 3.5""x6"" 3 X 2.9000 - 8.70 SR Total Sales Inclusive GST @6% 8.70 Discount 0.00 Total 8.70 Round Adj 0.00 Final Total 8.70 CASH 10.00 CHANGE 1.30 GST Summary Amount(RM) Tax(RM) SR @ 6% 8.21 0.49 INV NO: CS-SA-0128032 Date : 02/12/2017 Total Qty: 3 Print Time : Saturday, 2 December, 2017 7:07:39 PM Goods sold are not Returnable & Refundable THANK YOU FOR YOUR PATRONAGE PLEASE COME AGAIN. TERIMA KASIH SILA DATANG LAGI ** PLEASE KEEP THIS RECEIPT FOR PROVE OF PURCHASE DATE FOR I.T PRODUCT WARRANTY PURPOSE ** Follow us in Facebook Sanyu. u.Stationery","{'entities': [(500, 510, 'date'), (31, 87, 'address'), (299, 303, 'total')]}"
" A06130 PASIR EMAS HARDWARE SDN BHD (801222-M) (GST ID No : 000144596992) NO 69,JALAN PENGKALAN 5, TAMAN PASIR EMAS, KG PASIR PUTIH, 81700 PASIR GUDANG,JOHOR. Tel/Fax: 07-271 2406 Tax Invoice Bill No POS/53796 Date 23/06/18 12:46:33 PM Cashier ash Payment Cash Item Qty Price Amount PLUG TOP 13A(BIASA-MK) @8.00 WAAN34 3 8.00 24.00 SRO UMS 13A PLUG(SINGLE) @4.00 ST00014 3 4.00 12.00 SRO Gross Amt 36.00 GST (6%) 0.00 Net Amt : 36.00 Received 36.00 Change : 0.00 Round Adj. : 0.00 GST Summary Amount(RI RM) Tax(RM) SRO @ 0% 36.00 0.00 THANK YOU PLEASE COME AGAIN","{'entities': [(8, 35, 'company'), (215, 223, 'date'), (398, 403, 'total')]}"
" GARDENIA BAKERIES (KL SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No.: 7828F715 VE0514 Date: 28/08/2017 MAKASSAR FRESH MARKET SON BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE0S: Ridzuan (11900) DD: 28/08/2017 12:26 Description U.F Iss Exc D Sale Amt(RM 0.C WHITE 2.13 5 2 0 3 6.39 WHOLEMEAL 2.78 5 0 o 5 13.90 O.C JUMBO 2.97 2 4 0 -2 -5.94 Total 0% supplies: 14.35 DELICIA-B/SCOTCH 3 72 3 0 ( 3 11.16 CR-CHOCLT 0.72 20 @ @ 20 14.40 Total 6% supplies (excl. GST): 25.56 GST: 1.53 Total 6% supplies (Inc. GST): 27.09 Total 0% supplies: 14.35 Total Payable: 41.44 E.&.O.E. Received above goods in good order condition. The rectpient of Gardenta's products 1 S required to make necessary adjustments to its input tox loims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'SCOP","{'entities': [(217, 227, 'date'), (710, 715, 'total')]}"
 KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL SELANGOR TEL : 03-87686092 FAX 03-87686092 GST ID : 000781500416 TAX INVOICE Bill To : SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 Doc No. : CS00012330 Date: 30/04/2018 Cashier : USER Time: 13:01:00 Salesperson : Ret. (GST) (GST) Item Qty S/Price S/Price Amount Tax 0139 6 17 00 18 0. 108.12 SR BESI Y 10 (CQ) 100135 4 8.00 8.48 33.92 SR BESI R 5.5 (CQ) 101756 15 16.50 17.49 262.35 SR SIMEN Total Qty: 25 404.39 Total Sales (Excluding GST) : 381.50 Discount : 0.00 Total GST : 22.89 Rounding : 0.00 Total Sales (Inclusive of GST) : 404.39 CASH : 404.39 Change : 0.00 GST SUMMARY Tax Code % Amt (RM) Tax (RM) SR 6 381.50 22.89 Total : 381.50 22.89 GOODS SOLD ARE NOT RETURNABLE THANK YOU.,"{'entities': [(1, 22, 'company'), (277, 287, 'date'), (525, 531, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03- 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No. : 7022F710 VE0514 Date: 22/10/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan (11900) DD: 22/10/2017 11:44 Description U.P Iss Exc D Sale Amt(RM) O.C. WHITE 2.13 3 0 0 3 6.39 WHOLEMEAL 2.78 2 78 3 1 0 2 5.56 0.0 JUMBO 2.97 3 5 0 -2 -5.94 Total 0% supplies: 6.01 TWIG-CHOC 1.33 20 0 0 20 26.60 Total 6% supplies (excl. GST): 26.60 GST: 1.60 Total 6% supplies (Inc. GST): 28.20 Total 0% supplies: 6.01 Total Payable: 34.21 E.&.0.E Received above goods in good order condition. The recipient of Gardenia's products is required to make necessary adjustments to its input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjustment Note CUSTOMER'S COPY","{'entities': [(220, 230, 'date'), (681, 686, 'total')]}"
" GARDENIA BAKERIES (KL) SDN BHD (139386 X) Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. Tel: 03 55423228 Fax:03- 55423213 GST ID: 000381399040 TAX INVOICE / ADJUSTMENT NOTE Cash Inv No.: 7730F710 VE0514 Date: 30/07/2017 MAKASSAR FRESH MARKET SDN BHD GROUND FLOOR, NO. 4 & 6, JALAN SS 15/4B, 47500 SUBANG JAYA, SELANGOR VE05: Ridzuan(11 1900) DD: 30/07/2017 11:45 Description Anrt(RM) U.P Iss Exc D Sale O.C. WHITE 2.13 10 1 0 9 19.17 WHOLEMEAL 2.78 5 0 0 5 13.90 0.C JUMBO 2.97 5 3 0 2 5 94 Total 0% supplies: 39.01 CR-CHOCL I 0.72 0 8 0 -8 -5.76 TWIG-CHOO 1.33 0 9 0 -9 -11.97 Total 6% supplies (excl. GST): -17.73 GST: -1.07 Total 6% supplies (Inc. GST): -18.80 Total 0% supplies: 39.01 Total Payable: 20.21 E.&.0.E Received above goods in good order condition. The recipient Gardenia's products is required to make necessary adjustments to its input tax claims, on the basic of the adjustments shown in this Tax Invoice / Adjus Adjustment Note CUSTOMER'S COPY","{'entities': [(218, 228, 'date'), (713, 718, 'total')]}"
" BHPetrol Palekbang Lot 1626, Mukim Kampung Laut Tumpat 16200 Palekbang, Kelantan PREPAY CHIT NUMBER 29721 THIS IS NOT A RECEIPT A Tax Invoice will be issued upon the completion of the sale transaction 24-03-2018 22:02:55 Cashier: 465 Transaction No: 1-8046 Item U\Price Qnty Amount PPF P1 1.000 6 6.00 TOTAL AMOUNT CASH RM 6.00 Thank You. Please Come Again Customer Service 1-300-22-2828 *""","{'entities': [(202, 212, 'date'), (57, 61, 'total')]}"
" Aneka Intertrade Marketing Sdn Bhd (524463-X) Wellmart @ KP2 GST Reg No 001532760064 Lot No2 Jaian Utarid 05/13 Seksyen U5. 40150 Shah Alam, Selangor Darul Ehsan Malaysia Tel: (+603) 7831 0109 Fax (+603) 7831 2552 KP02201605190112 19/05/16 12:01:43 pm Cashier: Hnin Aun 19/05/16 12:01 50 pm Samudra Bun 180g Blueberry 9555039900643 3.05*1 3.05 S SIEW PAK CHOY +/- likat 7070184 0.94*2.000 3.78 2 ITEM. 2 Total with GST (D 6% 6.83 QTY: 3 ROUNDING 0.02 TOTAL SAVING: 0.00 TOTAL 6.85 TENDER Cash 20.00 CHANGE 13 55 GST Analysis Goods Tax Amount S = 6% 2.88 0.17 Z - 0% 3.78 0.00 Consider PTS: 6 Please CHECK your BALANCE due and all goods purchased are IN ORDER THANK YOU. SEE YOU AGAIN NO REFUND OR EXCHANGE IS ALLOWED","{'entities': [(232, 240, 'date'), (477, 481, 'total')]}"
" A06070 UNIHAKKA INTERNATIONAL SDN BHD 10 Jun 2018 18:23 (867388-U) 12, Jalan Tampoi 7/4, .Kawasan Perindustrian Tampoi, 81200 Johor Bahru,Johor TAX KINVOICE Invoice # OR18061002160368 Item Qty Total SR 100100000171-Meat Dish RM2.83 1 RM2.83 SR 100100000031 3 Vege RM4.15 1 RM4.15 SR 100100000170. Imported Veggies RM1.50 1 RM1.50 Total Amount: RM8.48 GST @0%: RM0.00 Rounding: RM0.02 Nett Total: RM8.50 Payment Mode Amount CASH RM8.50 Change RM0.00 GST Summary Amount(RM) Tax(RM) SR GST @0% 8.48 0.00 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA Thank You & Come Again! Like and Follow Us on Facebook! Facebook.com/BarWangRice","{'entities': [(8, 38, 'company'), (397, 403, 'total')]}"
" 99 SPEED MART 5/B (S19537-X) LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1313-SUBANG BESTARI GST ID. NO : 000181747712 INVOICE NO : 18023/103/T0052 02:49PH 565287 05-05-17 2832 AH HUAT WHT. COFFEE GO RM12.65 5 9500 MASSINO WHEAT GERM 400 RM2.39 S 2022 CADBURY CHOCOLATE DAIL RM9.65 S 066 NILD FUZE 3IN1 ORIGINAL RM13.65 s 384 NISTER POTATO TOMATO 16 RM3.99 S Total Sales (Inclusive GST) RN 42.33 Rouriding Adjustment RM .02 Rounding RN 42.35 CREDIT RM 42.35 CHANGE RH ,00 GST Summary Amount(RM Tax(RH) $ = 6% 39.92 2.41 / TOSTER come 4 again Keep the invoice for applicable returns","{'entities': [(185, 193, 'date'), (30, 114, 'address'), (458, 463, 'total')]}"
" MR. D.I.Y. (M) SDN BHD (CO.REG (CO :860671-D LOT 1851-A & 1851-B JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG 43300 SERI KEMBANGAN, SELANGOR (GST ID No :000306020352) (IOI PUCHONG) -TAX INVOICE- RUBBER BOOTS P/968BK-SIZE8 (BLACK) *S WA60 - 6/48 9555590501204 1 X 9.90 9.90 SEKOPLAS H/D GARBAGE cm*117cm 10s *S WA57 - 16 9557002081113 4 X 9.50 38.00 PLASTIC BAGS *S 99999 1 X 0.20 0.20 Item(s) : 3 Qty(s) : 6 Total Incl. GST@6% RM 48.10 CASH RM 50.20 CHANGE RM 2.10 GST @6% included in total RM 2.72 25-04-18 16:46 SHO 1 ZJ86 T1 R000119242 OPERATOR TRAINEE CASHIER EXCHANGE ARE ALLOWED WITHIN 7 DAY WITH RECEIPT. STRICTLY NO CASH REFUND","{'entities': [(499, 507, 'date'), (430, 435, 'total')]}"
" RESTORAN WAN SHENG 002043319-W No.2, Jalan Temenggung 19/9. Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor GST REG NO: 001335787520 Tax Invoice INV No. : 1170190 Cashier: Nicole Date : 01-06-2018 18:21:09 Description Qty U.price Total TAX Cham (B) 2 X 2.20 4.40 ZRL Take Away 2 X 0.20 0.40 ZRI Total QTY: 4 Total (Excluding GST) : 4.80 Total (Inclusive of GST): 4.80 TOTAL : 4.80 CASH : 4.80 GST Summary Amount (RM) Tax(RM) ZRL (@ 0%) 4.80 0.00","{'entities': [(1, 19, 'company'), (196, 206, 'date'), (342, 346, 'total')]}"
" BECON STATIONER Becon Enterprise Sdn Bhd (82256-V. Damansari Utama Outlet No 41G, Jin $521/60 Damansara Utama 47400 PJ. Selangor Tel : 603 7732 0925 GST No. 000670859264 Tax Invoice 0017756 Cashier : Norlida Mond Rashdi Date : 13-09-2017 Time : 1648 Pos No : 181 Shift : 1 MEMBER PRICE Name : SIA BAN VI Point : 496 Product Name Code Qty @ U/(RM) GST Total (RM) Payment Voucher UEW 6""x7k"" (5's/pack) #1011801-5 18 @ 7.30 SR 131.40 CD-R MAXELL (MX-CDR) 100's #1120221 1 @ 92.80 SR 92.80 CD SLEEVE REFILL 0ATBAO DB103 (VR100)/KAY #1120472 1 @ 8 .50 SR 8.50 PUNCHER MAX DP-F2BN #1240302-02 1 @ 14.85 SR 14.85 Sub Total 247.55 (GST) 14.01 Rounding 0.00 Total Include GST 247.55 Cash 300.00 Change 52.45 Custcmen Saving from RRP 27.30 Price Inclusive of GST6% GST Summary Amount (RM) Tax(RM) SR@6.00% 233.54 14.01 Thank You for shopping at BECON. Goods sold are not exchangable refundable","{'entities': [(228, 238, 'date'), (617, 623, 'total')]}"
" SANYUSTATIONERYSHOP NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM Mobile /Whatsapps : +6012-918 7937 Tel: +603-3362 4137 GST ID No: 001531760640 TAX INVOICE Owned By : SANYU SUPPLY SDN BHD (1135772-K) CASH SALES COUNTER 1. 2012-0021 SB-5882 CAMIS NCR BILL BOOK 5""x8"" (BB-5882 2 X 3.5000 - 7.00 SR Total Sales Inclusive GST @6% 7.00 Discount 0.00 Total 7.00 Round Adj 0.00 Final Total 7.00 CASH 7.00 CHANGE 0.00 GST Summary Amount(RM) Tax(RM) SR @ 6% 6.60 0.40 INV NO: CS-SA-0129861 Date : 11/12/2017 Total Qty: 2 Print Time : Monday, 11 December, 2017 8:47:34 PM Goods sold are not Returnable & Refundable THANK YOU FOR YOUR PATRONAGE PLEASE COME AGAIN. TERIMA KASIH SILA DATANG LAGI ** PLEASE KEEP THIS RECEIPT FOR PROVE OF PURCHASE DATE FOR I.T PRODUCT WARRANTY PURPOSE ** Follow us in Facebook Sanyu.Stationery","{'entities': [(501, 511, 'date'), (21, 77, 'address'), (301, 305, 'total')]}"
" Banh Mi CafE Dimiliki: banh mi cafe scin bhd 1110644-W No. 1 Jalan Puteri 7/10 Bandar Puteri, 47100 Puchong Selangor, Malaysia (GST Reg. No : 000306700288) GUEST CHECK Table A INV No.: 153887 Pax(s) : 2 Date : 29-10-2017 18:31:45 Cashier: Cashier A Qty Description Total TAX 1 205 SUONG NON RAM CHUA 9.90 SR 205 Sweet &Sour Pork Ribs 1 217 Tau Hu Don Thit Chi 9.90 SR 217 Stuff Meat Tau Fu 1 605 TRA DA 1.50 SR 605 Vietnamese Iced Tea Total (Excluding GST) 21.30 Serv. Charge (3%): 0.65 GST payable (6%) 1.31 Total (Inclusive of GST) 23.26 Rounding Adj -0.01 TOTAL 23.25 Closed: 29-10-2017 Server: Cashier A GST Summary Amount (RM) Tax(RM) Inquries: 012-3225548 Like us @ Facebook: banhmikl Email : banhmicafe1@gmail.com","{'entities': [(211, 221, 'date'), (566, 571, 'total')]}"
" 10 GRAM Gourmet Sbn Bhd (1152264-K) No 3, Jalan Temenggung 27/9, Bandar Mahkota Cheras, 43200 Selangor. (GST Reg. No : 002055098368) Tax Invoice Table - Check #: 514658 Pax(s): 0 Date : 11-06-2018 12:51:34 Cashier: Cashier Morning Description Qty U.price Total TAX P02 Spaghetti Aglio 0lio Chicken Breast 1 X 15.00 15.00 SR Total (Excluding GST): 15.00 Total GST (0%) : 0.00 Total (Inclusive of GST) : 15.00 TOTAL: 15.00 Closed: 8888 11-06-2018 12:52:21 Server: Cashier Morning CASH : 15.00 GST Summary Amount (RM) Tax(RM) SR (@ 0%) 15.00 0.00 **** Thank You **** Please Come Again","{'entities': [(187, 197, 'date'), (310, 315, 'total')]}"
